name,area,postcode,suburb
Casey Fields Playground Openspace Maintenance,30493,3977,Cranbourne East
Avebury Drive Reserve,12714,3806,Berwick
Berwick Springs Rec Reserve,47828,3805,Narre Warren South
Marygate Place End,873,3806,Berwick
Allunga Parade Median,552,3806,Berwick
BerwickCranbourne Road  Whitehart Lane,2007,3978,Clyde North
Brundrett Road from Rose Garden Court to  Brundrett Road,4531,3804,Narre Warren North
Majestic Boulevard  Kingdom Drive Reserve,79023,3977,Cranbourne
Aylesbury Court and Olive Road Walkway,286,3976,Hampton Park
Franleigh Drive and Redman Close Walkway,896,3805,Narre Warren
Sustain Circuit Waterway,2559,3975,Lyndhurst
Earlsfield Drive and Abbeydale Court Walkway,367,3806,Berwick
Lilydale Avenue Reserve,669,3978,Clyde North
Huntclub Recreation Reserve,32934,3977,Cranbourne East
Beechtree Way and Evesham Street Roundabout,114,3977,Cranbourne North
Hallam Road from Ormond Road to Horizon Boulevard,479,3976,Hampton Park
Grices Rd to Soldiers Rd Nature strip,5651,3978,Clyde North
Avonbury Circuit Walkway,589,3977,Cranbourne West
OReilly Court Reserve,4540,3975,Lynbrook
Rainwater Drive Reserve,5965,3975,Lyndhurst
Croft Drive Centre Medians,1196,3978,Clyde North
Tinks Road and Josephine Avenue,8291,3805,Narre Warren
Mossgiel Park Drive from Cavendish Court to Scotsburn Way,1935,3802,Endeavour Hills
Honeybrook Naturestrips,289,3978,Clyde
Applejack Boulevard Naturestrip,185,3978,Clyde
Robinson Road at Aranmore Crescent Tree Reserve,2698,3804,Narre Warren North
Lyndhurst Boulevard and Brookwater Parade Roundabout,127,3975,Lyndhurst
Middle Road and Mount Grandview Road Equestrian Trail,30634,3912,Pearcedale
Cascades on Clyde Wetlands,53111,3978,Cranbourne East
Courtenay Avenue to Cheshunt Court Walkway,3531,3977,Cranbourne North
Chief Court Naturestrip,195,3977,Cranbourne East
Stringyleaf Street to Nectar Road Walkway,915,3977,Botanic Ridge
Innes Court Reserve,1135,3806,Berwick
Selandra Boulevard and Heather Grove Roundabout,159,3978,Clyde North
Carlisle Park Recreation Reserve,48220,3977,Cranbourne
May Gibbs Crescent Reserve,563,3975,Lynbrook
Ormond Road and Kershaw Drive Roundabout,137,3805,Narre Warren South
Casey Fields,728883,3977,Cranbourne East
Elmslie Drive Reserve,9035,3977,Cranbourne East
Caspian Place and Dewsbury Court Walkway,1289,3805,Narre Warren South
Holt Lane Naturestrip,287,3977,Cranbourne East
John Fisher Drive and Sherman Court Walkway,524,3806,Berwick
Pattersons Road Watercolour to Orana,2108,3978,Clyde North
Rumble Lane Reserve,279,3977,Cranbourne South
Ormond Road and Goudes Court Walkway,414,3805,Narre Warren South
Robinson Crescent Reserve,738,3976,Hampton Park
Tenandra Court and Illowra Court Walkway,337,3806,Berwick
High Street from Bryn Mawr Boulevard to Haileybury College,8693,3806,Berwick
Railway Road Undeveloped Reserve,27181,3978,Clyde
Oroya Grove Reserve,3873,3978,Clyde
Regans Road Kindergarten  MCH,690,3976,Hampton Park
St Clair Avenue Reserve,3344,3977,Cranbourne West
Soldiers Road from Viewbright Road to End,7052,3978,Clyde North
Hampton Park Senior Citizens,9892,3976,Hampton Park
Ghost Gum Court Reserve,15080,3977,Botanic Ridge
Champagne Grove and Robinswood Parade Walkway,9052,3805,Narre Warren South
Hallam Road south of Warana Drive,1576,3976,Hampton Park
Latrobe Street Naturestrip,1659,3977,Cranbourne
Bath Walk and England Walk Walkway,393,3805,Narre Warren South
Hartland Drive Roundabout,12,3977,Cranbourne North
Essex Park Drive Reserve,47044,3802,Endeavour Hills
Station Creek Way and Settlers Run Roundabout,112,3977,Botanic Ridge
Bournevale Drive Reserve,4067,3806,Berwick
Reynard Place and Maddock Drive Walkway,676,3977,Cranbourne East
Nana Walk and Horseman Court Walkway,492,3805,Narre Warren South
Honour  Macumba Roundabout,263,3978,Clyde North
Louise Mack Walk and Eldershaw Drive Walkway,273,3975,Lynbrook
 Heatherton Road,31463,3804,Narre Warren North
Sargood Court and Exley Court Walkway,1045,3802,Endeavour Hills
Westernport Highway Drainage Reserve,33102,3975,Lynbrook
Trebecco Street Roundabout,94,3977,Cranbourne South
Heatherton Road from Gray Close to Matthew Flinders Avenue,11021,3802,Endeavour Hills
Highfielde Avenue and Shinners Avenue Reserve,3776,3806,Berwick
Heather Grove  Fiorelli Blvd Roundabout,155,3977,Cranbourne East
Oldenburg Way Reserve,155,3975,Lyndhurst
Power Road at Donna Way,4720,3177,Doveton
Selandra Family  Childrens Centre,4335,3978,Cranbourne East
Cresthaven Boulevard,347,3806,Berwick
Ernst Wanke Road from Jacksons Road to Narre Warren Nth Road,4746,3805,Narre Warren
Hasken Court and Gaylard Court Walkway,477,3806,Berwick
Sugar Bush Drive Reserve,6574,3975,Lynbrook
Fairhaven Family  Childrens Centre,3359,3977,Cranbourne West
Baringa Park Drive from Strathaird Drive to Cranbourne Road,3124,3805,Narre Warren South
Manuka Road from Ridge Road to Clover Close,566,3806,Berwick
Broad Oak Drive Splitter Island,110,3977,Cranbourne East
Clyde Village Medians,661,3978,Clyde
Brookwater Wetlands,27311,3975,Lyndhurst
Centre Road and Golf Links Road Walkway,5222,3806,Berwick
Kirkham Court and Kerry Close Walkway,992,3806,Berwick
Pasadena Boulevard and Green Gully Road Roundabout,150,3978,Clyde
Coral Drive Kindergarten  MCH,1411,3976,Hampton Park
Whitfield Boulevard Naturestrip,1860,3977,Cranbourne West
Narre Warren Road from Glasscocks Road to Rosebank Drive,3967,3977,Cranbourne North
Clayton Road and Sarno Court Walkway,164,3977,Cranbourne
Joseph Banks Crescent and Ramsay Court Walkway,756,3802,Endeavour Hills
Lauderdale Rd Traffic Island,70,3805,Narre Warren
Highfielde Avenue and Penny Lane Reserve,4653,3806,Berwick
Sandstone Drive and Seaview Drive Walkway,1080,3977,Botanic Ridge
Jan Bateman Reserve,38871,3177,Eumemmerring
Campbell Drive and Pride Court Walkway,1193,3976,Hampton Park
Springbrook Drive Median,127,3978,Clyde North
Spencer Court and Albrecht Avenue Walkway,825,3806,Berwick
Rutherford Parade and Banks Street Walkway,517,3980,Warneet
Jerilderie Drive Medians,2246,3806,Berwick
Dolcetto Drive  Satsuma Avenue,6454,3806,Berwick
I Crawley Road,764,3804,Narre Warren North
Heatherlea Crescent Reserve,7205,3805,Narre Warren
Bells Road Centre Median South,6781,3978,Clyde North
Majestic Boulevard from Narre Warren Road to Boronia Avenue,609,3977,Cranbourne
Beaumont Road Equestrian Trail,8559,3806,Berwick
Browns Road and Craig Road Roundabout,111,3977,Devon Meadows
Ernst Wanke Road from Narre Warren North Road to Amber Crescent,5344,3805,Narre Warren
 BelgraveHallam Road Naturestrip,691,3803,Hallam
i Craig Road Reserve,427,3977,Botanic Ridge
Kidds Road Reserve,12853,3177,Doveton
Cypress Hill Drive Medians,293,3805,Narre Warren South
Westernport Hwy from Marriott Boulevard to Thompsons Road,9751,3975,Lyndhurst
Morison Road Heybridge to Pyrenees East side,3003,3978,Clyde
Canning Drive and Astrid Court Walkway,714,3806,Berwick
Snead Boulevard Reserve,1388,3977,Cranbourne
Borthwick Parade Walkway,5202,3978,Clyde North
Heritage Drive and Azimuth Close Roundabout,40,3805,Narre Warren South
Evans Road from Andrett Avenue to railway,2866,3975,Lynbrook
Newington Drive and Elmslie Drive Roundabout,281,3977,Cranbourne East
CarrBoyd Reserve,3938,3977,Cranbourne South
Zargos Reserve East,1070,3978,Clyde North
Wood Road Reserve,40944,3805,Narre Warren South
Skye Crescent and Gleneagles Drive Reserve,2789,3802,Endeavour Hills
Hallam North Road from  to Capra Court,1700,3804,Narre Warren North
Swiss Court and Finchley Court Walkway,832,3802,Endeavour Hills
Harkaway Road Undeveloped Reserve,12943,3806,Harkaway
Clyde Road from Bemersyde Drive to Princes Highway off ramp,13034,3806,Berwick
Edgar Avenue Reserve,11310,3977,Cranbourne South
Central Parkway Tree Reserve,2306,3977,Cranbourne West
Minak Close and Taggerty Crescent Walkway,503,3805,Narre Warren South
The Promenade and Maple Leaf Avenue Roundabout,192,3805,Narre Warren South
Geebung Road and Helmsdale Court Roundabout,49,3977,Cranbourne West
Clyde Road from Bemersyde Drive to Bemersyde Drive,25517,3806,Berwick
Speargrass Close Roundabout,174,3978,Clyde North
Greenslate Street north Reserve,13833,3978,Clyde North
Hilltop Close Reserve,4247,3805,Narre Warren South
Rochester Parade and Scotsdale Drive Roundabout,125,3977,Cranbourne East
Stately Drive and Wiltshire Avenue Roundabout,82,3977,Cranbourne East
Castlegate Place End,566,3806,Berwick
Monteith Crescent Reserve,8028,3802,Endeavour Hills
Hedgeley Drive and Kimbarra Drive Roundabout,79,3806,Berwick
Railway Road Reserve,7129,3978,Clyde
Cranbourne Senior Citizens Centre,3898,3977,Cranbourne
Hardys  Bell Road South,3959,3978,Clyde North
Amhurst Drive Reserve,2301,3805,Narre Warren South
Merinda Park Kindergarten,2307,3977,Cranbourne North
Pound Rd  Smith Ct Naturestrip,291,3805,Narre Warren South
Heatherton Road from Hanna Drive to behind Elias Mews,4081,3802,Endeavour Hills
Merribrook Boulevard West Entrance,230,3978,Clyde
Furlong Court and Roycroft Court Walkway,537,3802,Endeavour Hills
Narre Warren Road from Rochester Parade to Hunt Club Boulevard,2068,3977,Cranbourne East
Hunt Club Boulevard and Club House Crescent Roundabout,292,3977,Cranbourne East
Strathaird Drive and Ormond Road Roundabout,244,3805,Narre Warren South
Wheelers Park Dr Medium from Beacon Dr to Rossiter Retreat,551,3977,Cranbourne North
Huon Park Road and Honeysuckle Court Walkway,920,3977,Cranbourne North
Maitland Street Reserve,3782,3805,Narre Warren
Arleon Crescent Reserve,7469,3977,Cranbourne
Atlas Drive Drainage Channel,15733,3977,Cranbourne West
Park Square Reserve,4869,3805,Narre Warren South
Peel Street and Elgin Street Reserve,2060,3806,Berwick
Princes Highway from Decor Drive to South Gippsland Highway,24418,3803,Hallam
BerwickCranbourne Road Clydevale Entrance,9832,3978,Clyde North
Watergardens Wetlands Reserve,7022,3975,Lyndhurst
Breens Road from Monahans Road to Evans Road,19507,3977,Cranbourne West
Staffordshire Place Reserve,2825,3975,Lyndhurst
Edgar Avenue and Chalan Way Roundabout,22,3977,Cranbourne South
Greenaway Terrace from Tyndall Street to Archers Field Drive,608,3977,Cranbourne East
Rose Garden Court Median,84,3804,Narre Warren North
Discovery Avenue Reserve,3775,3977,Cranbourne North
Waratah Reserve,22352,3177,Eumemmerring
Kingsbarn Court street end,87,3977,Cranbourne
Lawless Drive Reserve,12072,3977,Cranbourne North
Moya Close Walkway,424,3802,Endeavour Hills
Skye Crescent Reserve,3281,3802,Endeavour Hills
Cranbourne West Primary School Naturestrip,2020,3977,Cranbourne
Fable Way and Waterloo Road Walkway,1019,3977,Cranbourne East
Greenwood Court Walkway,506,3977,Botanic Ridge
Harley Court and Grenville Court Walkway,976,3806,Berwick
Lancefield Court End,364,3802,Endeavour Hills
Magdalena Place and The Gateway Walkway,461,3806,Berwick
Eyrecourt Reserve,13048,3978,Clyde North
Bittern Drive and Amalfi Drive medians,101,3802,Endeavour Hills
Westbourne Street Reserve,6842,3978,Clyde North
Crepe Avenue and Emu Bush Drive Roundabout,92,3977,Cranbourne West
Margaret Court Reserve,3306,3976,Hampton Park
Antonietta Toscano Reserve,12079,3805,Narre Warren
Lynbrook Boulevard from Towerhill Boulevard to Hallam Road,4234,3975,Lynbrook
Paddys Lane Tree Reserve,2005,3804,Narre Warren North
Tooradin Kindergarten  MCH,1559,3980,Tooradin
Warneet Road from BaxterTooradin Road to Edwards Lane,1763,3980,Devon Meadows
Soldiers Road from Streeton Way to Chirnside Road,8554,3806,Berwick
Narre Warren Road from Portofino Drive to  Narre Warren Road,5448,3977,Cranbourne North
Gatehouse Parade and Stone Hill Circuit Walkway,622,3977,Cranbourne East
Pepperbush Circuit and Silvergum Place Walkway,396,3977,Cranbourne
Epsom Lane from Winchcombe Way,889,3977,Cranbourne North
Pattersons Road Median West,2088,3978,Clyde
Minihans Reserve,18513,3977,Cranbourne West
Greaves Road from Domain Drive to Walkway,2853,3806,Berwick
Pattersons Rd Centre Median East of Hartleigh,1091,3978,Clyde
Northview Terrace Reserve,1004,3978,Clyde
Berwick Senior Citizens,9262,3806,Berwick
Spirit Boulevard and Marshy Way Roundabout,25,3977,Cranbourne East
Pattersons Road from Verbena to Bells,3193,3978,Clyde
Paragon Drive Reserve,9782,3978,Clyde North
Chirnside Road Median,171,3806,Berwick
Terrell Close and Howson Close Walkway,644,3802,Endeavour Hills
Strathlea Drive entrance median,237,3977,Cranbourne West
Banks Street and Culgoa Street Walkway,651,3980,Warneet
Heather Grove Berwick Cranbourne Road to Kiko Way,1537,3978,Clyde North
Binap Court and Pagebrook Road Tree Reserve,2662,3806,Berwick
Hardys Road from Berwick Cranbourne Road to Carlyle Crescent,6061,3978,Clyde North
OShea Road to Skyline Way,2693,3806,Berwick
Glasscocks Rd from Wheelers Park Dr to Mountainview Blvd,7155,3977,Cranbourne North
Buchanan Park,29115,3806,Berwick
Heathland Circuit Bushland Reserve,4605,3977,Cranbourne East
Casey Fields Boulevard from Heather Grove to BerwickCranbourne Road,4279,3977,Cranbourne East
Churchill Park Drive Wetland,21747,3156,Lysterfield South
Florence Close and Lawson Close Walkway,884,3977,Cranbourne
Brindalee Place Median,116,3977,Cranbourne East
Norfolk Drive Naturestrip,432,3805,Narre Warren
Paddington Terrace Medians,344,3806,Berwick
Rosemont Drive and Greendale Court Walkway,1085,3805,Narre Warren
Duff Street from Evans Road to Jacinta Drive,455,3977,Cranbourne West
Springhill Drive and Majestic Boulevard Roundabout,344,3977,Cranbourne
Cranbourne Road  Lansell Close Tree Reserves,4350,3805,Narre Warren South
Pearcedale Road and Settlers Run Roundabout,696,3977,Botanic Ridge
Evans Roads and Central Parkway from Quarters Boulevard to Central Parkway,11837,3977,Cranbourne West
Strathlea Drive shop entrance,198,3977,Cranbourne West
Hawking Avenue and Conway Court Walkway,568,3976,Hampton Park
Scotsdale Drive and Cardiff Grove Walkway,435,3977,Cranbourne East
Narre Warren Road from Sierra Boulevard to White Gum Way,7004,3977,Cranbourne East
Dewsbury Court and England Walk Walkway,518,3805,Narre Warren South
Jirakee Close and Station Creek Way Walkway,1588,3977,Botanic Ridge
Laura Drive from Ralph Crescent to  Laura Drive,794,3976,Hampton Park
Lawson Poole Reserve,82640,3977,Cranbourne
Old Cranbourne Shire Offices,3691,3977,Cranbourne
Pembrokeshire Loop Tree Reserve,778,3978,Clyde
Demint Walk and Crabill Walk Walkway,529,3805,Narre Warren South
New Holland Undeveloped,50015,3977,Cranbourne East
Coowarra Way and Coolong Avenue Roundabout,56,3806,Berwick
Copabella Circuit Reserve,614,3978,Clyde North
Joplin Close from Elmslie Drive,1276,3977,Cranbourne East
Bunya Court Reserve,4350,3805,Narre Warren
Brookland Greens Boulevard and Portrush Terrace Roundabout,136,3977,Cranbourne
Princes Highway and Hallam South Road,19613,3803,Hallam
Monument Boulevard to Staure Avenue,1581,3978,Clyde North
Westernport Highway at Moreton Bay Boulevard,2388,3975,Lyndhurst
Ormond Road and Jude Place Walkway,479,3805,Narre Warren South
Bayliss Court Reserve,3086,3912,Pearcedale
Fenway and Patriot Boulevard Roundabout,92,3978,Clyde North
Verdant Drive Reserve North,5013,3978,Clyde North
BerwickCranbourne Rd Kite st  Broadoak Cres,2232,3978,Clyde North
Wintersun Road and Silverleaves Boulevard Roundabout,104,3806,Berwick
Kilberry Boulevard from Pound Road to Warana Drive,2477,3976,Hampton Park
Evans Road from Quarters Boulevard to Chancellor Drive,9000,3977,Cranbourne West
Hill Farm Drive Naturestrip,290,3978,Clyde
Elgin Mews Reserve,3154,3977,Cranbourne
Dunraven Court and Deanswood Way Walkway,385,3805,Narre Warren
 Lindsay Crescent Redgum,316,3975,Lynbrook
Pearcedale Community Centre Hall,12739,3912,Pearcedale
Blind Bight Community Centre,3466,3980,Blind Bight
Casa Circuit Reserve,1484,3978,Clyde North
Picnic Avenue Walkway,517,3978,Clyde North
Ernst Wanke Road from Gori Court to Renda Court,2378,3804,Narre Warren North
Lorikeet Drive and Sittella Drive Roundabout,187,3806,Berwick
Earlston Circuit Walkway,3188,3977,Cranbourne
Parkhill Drive from Lydia Mary Drive to Hugh Hodson Reserve,1201,3806,Berwick
Clyde Road from Meadowlands Way to Cresthaven Blvd,9212,3806,Berwick
Bimberry Circuit ClydeFive Ways Reserve,14487,3978,Clyde
Orana Blvd Naturestrip East Side to Athenaeum Ave,2464,3978,Clyde North
Ranger Street Reserve,6854,3978,Clyde North
Earlsfield Drive and Boynton Place Walkway,484,3806,Berwick
Magdalena Place and Amaroo Court Walkway,237,3806,Berwick
Dirkala Retreat and Barellan Mews Walkway,755,3806,Berwick
Wood Road Medians,833,3805,Narre Warren South
Tranter Square Reserve,1576,3975,Lynbrook
Grices Road from Wetland to Riverstone Boulevard,7113,3978,Clyde North
Bemersyde Drive from Clyde Road to St Boswells Avenue,876,3806,Berwick
Manna Gum Family and Community Centre,3730,3978,Clyde North
Centre Road and Kalastaire Grove Walkway,420,3806,Berwick
The Quays Entrance,553,3805,Narre Warren South
Thompsons Road and Matterhorn Drive Entry,793,3978,Clyde North
Lyndhurst Boulevard from Thompsons Road to Brookwater Parade,1865,3975,Lyndhurst
Gilmore Crescent and Lower Mews Walkway,722,3975,Lynbrook
Ramlegh Boulevard from Swindale Way,1042,3978,Clyde North
Endeavour Drive Undeveloped Reserve,52500,3975,Lynbrook
Narellan Drive Reserve,5712,3976,Hampton Park
London Crescent,617,3805,Narre Warren
Camms Road and Monahans Road Roundabout,164,3977,Cranbourne West
Oroya Grove,144,3978,Clyde
Thompsons Road and Endeavour Drive Reserve,10888,3977,Cranbourne North
Magid Drive at Linlithgow Court,882,3805,Narre Warren
Brentwood Park Neighbourhood House,5211,3806,Berwick
Warana Drive Reserve,1619,3976,Hampton Park
Barunah Court to Hansen Court Walkway,306,3805,Narre Warren
BelgraveHallam Road at Jacques Road,472,3804,Narre Warren North
Everlasting Boulevard Reserve,27742,3977,Cranbourne West
Everlasting Bvld from CranbourneFrankston Rd to Crepe Rd,447,3977,Cranbourne West
James Cook Reserve,14866,3802,Endeavour Hills
Heyfield Court to Belmore Court Walkway,432,3805,Narre Warren
Donelly Road Reserve,886,3803,Hallam
Hallam South Road from Star Crescent to Empire Way,1199,3803,Hallam
Banjo Circuit Tree Reserve,1851,3975,Lynbrook
Atlas Drive Wetlands,21122,3977,Cranbourne West
Ranfurlie Boulevard Entrance,1454,3977,Cranbourne West
Buckland Court and Hamstead Court Walkway,807,3802,Endeavour Hills
Pearcedale Recreation Reserve,37553,3912,Pearcedale
Newbridge Boulevard Roundabout,42,3978,Clyde North
Fleet Street and Chatswood Drive Roundabout,138,3805,Narre Warren South
Annabella Street and Lineham Drive Roundabout,81,3977,Cranbourne East
Pattersons Road Bells to Watercolour,2954,3978,Clyde North
Kennington Park Drive Reserve,5777,3802,Endeavour Hills
Amy Mack Walk and Paterson Drive Walkway,409,3975,Lynbrook
Melville Park Drive and Fairholme Boulevard Roundabout,76,3806,Berwick
Soldiers Road and Kevin Close Walkway,386,3807,Beaconsfield
Dowling Way Reserve,1984,3978,Clyde North
Pepperbush Circuit Walkway,188,3977,Cranbourne
Everlasting Blvd and Hayton Park Blvd Roundabout,264,3977,Cranbourne West
Avisha Way Undeveloped Reserve,22663,3805,Narre Warren
Elstar Road and Victoria Road,262,3805,Narre Warren
Rebecca Street and Jacinta Court Walkway,465,3177,Doveton
Kingsmere Drive and Earlsfield Drive Roundabout,92,3806,Berwick
Gumbuya Close Reserve,1561,3177,Eumemmerring
Ballarto Road  Clyde Five Ways Road Reserve,9473,3978,Clyde
The Rise Reserve,163,3804,Narre Warren North
Vegas Court and Redgum Place Walkway,850,3805,Narre Warren
Inglis Road and Lyall Road Roundabout,141,3806,Berwick
Harmony Chase Tree Reserve,510,3978,Clyde North
Wanda Road  Horse Trail  Between Woodlands Road and Surrey Road,5949,3977,Cranbourne South
Melville Park Drive and Jomary Court Reserve,893,3806,Berwick
Narre Warren North Kindergarten,2159,3804,Narre Warren North
Bemersyde Drive from St Boswells Avenue to  Bemersyde Drive,570,3806,Berwick
Hayman Street Reserve,1454,3806,Berwick
Smiths Lane and Torossi Way Walkway Reserve,489,3977,Botanic Ridge
Mannavue Boulevard and Bray Boulevard Roundabout,142,3977,Cranbourne North
James Cook Drive and Woodworth Close Walkway,523,3802,Endeavour Hills
Pandora Drive and Pegasus Road Roundabout,82,3977,Cranbourne West
Heather Grove and Casey Fields Boulevard Roundabout and Medians,519,3977,Cranbourne East
Rosebank Drive and Courtenay Avenue Roundabout,118,3977,Cranbourne North
Lynbrook Blvd Medians from Sth Gippsland Hwy to Paterson Drive,3004,3975,Lynbrook
BookleafIrongrass Walkway,260,3977,Botanic Ridge
Appletree Rise Linear Reserve  Transmission Easement,79330,3977,Botanic Ridge
Lorraine Kovacs Reserve,5718,3802,Endeavour Hills
Rearden Close and Jordan Court Walkway,492,3802,Endeavour Hills
Baden Powell Reserve,60997,3177,Doveton
Joan Phillips Undeveloped Reserve,221866,3802,Narre Warren North
Eliburn Drive and Elmslie Drive Roundabout,292,3977,Cranbourne East
Fergus Lane from Paramount Boulevard To TEMP END,1246,3977,Cranbourne West
Selandra Boulevard  Harmony Chase Roundabout,152,3978,Clyde North
The Avenue Reserve,4660,3805,Narre Warren South
Thompsons Road  Winchcombe Way Service Road,7377,3977,Cranbourne North
Princes Highway from Mansfield Street to  Princes Highway,12458,3806,Berwick
Wheelers Park Drive Reserve,8193,3977,Cranbourne North
Kara Walk Walkway,149,3977,Cranbourne
Verdun Drive and Victor Crescent,5062,3805,Narre Warren
Arbourlea Boulevard Entrance,1426,3977,Cranbourne North
Huxley Crescent and Caldwell Close Reserve,1431,3802,Endeavour Hills
Dalpura Court and Farnsworth Court Walkway,281,3806,Berwick
Warana Drive and Lauren Drive Walkway,578,3976,Hampton Park
Warneet Recreation Reserve,20638,3980,Warneet
Sweeney Drive and Tralee Circuit Roundabout,115,3805,Narre Warren
Morning Mist Bushland Reserve,80844,3977,Cranbourne South
Bryn Mawr Boulevard from Edrington Park Drive to Denmark Hill Road,1671,3806,Berwick
Valley View Rise and Edith Rise Walkway,236,3976,Hampton Park
Hazeldene Court and Harkaway Road Walkway,5256,3806,Berwick
Ebeli Close Undeveloped Reserve,12520,3804,Narre Warren North
Soldiers Road and Kingsmere Drive Roundabout,220,3806,Berwick
Elandra Way and Maureen Close Walkway,1021,3977,Cranbourne West
Courtenay Avenue and Hoysted Avenue Reserve,15418,3977,Cranbourne North
ABeckett Road Naturestrip,976,3804,Narre Warren North
Meyer Crescent Naturestrip,1099,3978,Clyde North
Mountjoy Circuit to Westbourne Street Walkway,565,3978,Clyde North
BelgraveHallam Road from Hallam North Road to Mackellar Close,6771,3804,Narre Warren North
Hartleigh Wetlands,23627,3978,Clyde
Michelle Drive and Jim Court Walkway,627,3806,Berwick
Seacombe Place Naturestrip,392,3977,Cranbourne
Wallowa Crescent and Victoria Road Walkway,1244,3805,Narre Warren
Hallam South Road from OGradys Road to Willow Drive,2352,3976,Hampton Park
Rosebank Drive and Godwin Crescent Reserve,7067,3977,Cranbourne North
Funnel Court Reserve,791,3975,Lyndhurst
James Cook Kindergarten,3992,3802,Endeavour Hills
Brookvale Close Entrance Reserve,8020,3807,Beaconsfield
Parnell Court and Genista Road Roundabout,46,3977,Cranbourne West
Narre Warren North Road from Ryelands Drive to Kurrajong Road,29538,3805,Narre Warren
Protea Street North,524,3977,Junction Village
Coral Drive from Edeys Run to Westminster Court,1222,3976,Hampton Park
Hallam Road and Rendell Place Walkway,1081,3976,Hampton Park
Carnival Blvd Ravello Ave  Praiano Ave,867,3806,Berwick
Sarno Court Reserve,7101,3977,Cranbourne
Laggan Court and Tayport Gardens Walkway,531,3802,Endeavour Hills
Aylmer Road Reserve,11010,3975,Lynbrook
Narre Warren Nth Rd from Kurrajong Rd to Ernst Wanke Rd,13548,3805,Narre Warren
Glenwood Road Naturestrip,853,3804,Narre Warren North
Gleneagles Drive and Bridle Court Walkway,469,3802,Endeavour Hills
Kingdom Drive and Nile Crescent Roundabout,259,3977,Cranbourne
Bon Court Walkway,198,3804,Narre Warren North
Campion Walk and Franklin Parade Walkway,309,3975,Lynbrook
Lineham Dr Crn Parkhurst Dr,312,3977,Cranbourne East
Barton Mews and Charles Conder Place Walkway,1194,3806,Berwick
Central Parkway and Geebung Road Roundabout,142,3977,Cranbourne West
Wood Road and Birchwood Street Roundabout,90,3805,Narre Warren South
Bellevue Drive Reserve,2171,3806,Berwick
Wallace Road Walkway,934,3977,Cranbourne
Casey Fields Boulevard  Heales Road to Lineham Drive,4277,3977,Cranbourne East
Byzantium Mews Naturestrip,495,3978,Clyde North
Liara Boulevard Naturestrip,1883,3806,Berwick
Harold Keys Drive and Grenfell Rise Reserve,752,3805,Narre Warren South
Sumner Court and Ryan Court Walkway,476,3806,Berwick
Linsell Boulevard Undeveloped Reserve,17896,3977,Cranbourne East
Harold Keys Drive and Grenfell Rise Roundabout,113,3805,Narre Warren South
Gingham Place Reserve,5439,3806,Berwick
Alema Court and Seebeck Drive Walkway,9404,3805,Narre Warren South
Caxton Close Naturestrip,1006,3978,Clyde
Landhill Court and Fitzgerald Road Walkway,517,3803,Hallam
Dior Court and Celebration Court Walkway,254,3977,Cranbourne West
Whistler Drive and Alastair Drive Roundabout,133,3806,Berwick
Grenfell Rise and Frederick Rise Walkway,279,3805,Narre Warren South
Greaves Road from The Avenue to Wetland,12145,3805,Narre Warren South
Grande Belmond Avenue and Bona Vista Rise Roundabout,253,3978,Clyde
Berwick Neighbourhood House,649,3806,Berwick
P  Pound Road Tree Reserve,354,3805,Narre Warren South
Hallam Road from Edeys Run to Claude Avenue,648,3976,Hampton Park
Strathlea Drive to Hall Road,6766,3977,Cranbourne West
Gaskett Court Reserve,13504,3805,Narre Warren South
Blue Lily Reserve,548,3977,Junction Village
Chester Drive Reserve,735,3976,Hampton Park
Bunjil Place Plaza,8465,3805,Narre Warren
McCulloch Equestrian Trail,7113,3980,Tooradin
Bonnington Boulevard Median,217,3978,Clyde North
Eliston Family and Community Centre,6442,3978,Clyde
Parkwood Avenue Reserve,5546,3805,Narre Warren South
Elpara Way and Stellato Place Roundabout,75,3976,Hampton Park
William Road from Princes Highway to Quarry Hills Drive,1988,3806,Berwick
Rubicon Court and Enoch Rise Walkway,974,3803,Hallam
Berwick  cranbourne Road along Dodge Terrace,1120,3977,Cranbourne East
Maintop Ridge Reserve,580,3977,Botanic Ridge
Elmsford Crescent Reserve,12180,3977,Cranbourne West
Evans Rd Centre Median South of Aylmer,1361,3975,Lynbrook
Eastridge Close Tree Reserve,631,3806,Berwick
Leslie Drive and Emma Court Walkway,338,3976,Hampton Park
Lightfoot Rise Reserve,638,3977,Botanic Ridge
Villawood Place Reserve,235,3806,Berwick
Hazelnut Boulevard Naturestrips,900,3806,Berwick
Forsyth Court and Godwin Crescent Walkway,700,3977,Cranbourne North
Columbia Road and Parklea Close Walkway,791,3805,Narre Warren
Albert Road and Regal Avenue Walkway,607,3803,Hallam
Embley Glade and Giles Retreat Walkway,611,3802,Endeavour Hills
Lineham Drive and Nelson Street Roundabout,331,3977,Cranbourne East
Hartleigh Street Naturestrip West,788,3978,Clyde
Northey Road from Hutchinson Drive to United Service Station,4554,3975,Lynbrook
Cranbourne Road and Ormond Road Entrance North,11758,3805,Narre Warren South
Marson Crescent and Homewood Boulevard Walkway,372,3803,Hallam
Ceduna Naturestrip  Newgrange to Gallant,764,3978,Clyde North
Loxley Boulevard Reserve,167432,3805,Narre Warren South
Oorama Early Learning Centre Naturestrip,231,3806,Berwick
Portobello Blvd Entrance South,2038,3978,Clyde North
